area,item,element,year,unit,value
Southern Africa,Cattle,Export Quantity,2006,Head,155319
Southern Africa,Cattle,Export Quantity,2007,Head,163402
Southern Africa,Cattle,Export Quantity,2008,Head,111828
Southern Africa,Cattle,Export Quantity,2009,Head,110700
Southern Africa,Cattle,Export Quantity,2011,Head,135035
Southern Africa,Cattle,Export Quantity,2012,Head,151656
Southern Africa,Cattle,Export Quantity,2013,Head,208721
Southern Africa,Cattle,Export Value,1961,1000 US$,104350
Southern Africa,Cattle,Export Value,1963,1000 US$,117860
Southern Africa,Cattle,Export Value,1964,1000 US$,113480
Southern Africa,Cattle,Export Value,1965,1000 US$,105402
Southern Africa,Cattle,Export Value,1967,1000 US$,106464
Southern Africa,Cattle,Export Value,1968,1000 US$,117916
Southern Africa,Cattle,Export Value,1969,1000 US$,110304
Southern Africa,Cattle,Export Value,1970,1000 US$,129269
Southern Africa,Cattle,Export Value,1971,1000 US$,148213
Southern Africa,Cattle,Export Value,1972,1000 US$,184641
Southern Africa,Cattle,Export Value,1973,1000 US$,190818
Southern Africa,Cattle,Export Value,1974,1000 US$,194367
Southern Africa,Cattle,Export Value,1975,1000 US$,108464
Southern Africa,Cattle,Export Value,1976,1000 US$,114642
Southern Africa,Cattle,Export Value,1978,1000 US$,106046
Southern Africa,Cattle,Export Value,1979,1000 US$,103633
Southern Africa,Cattle,Export Value,1980,1000 US$,107205
Southern Africa,Cattle,Export Value,1981,1000 US$,148475
Southern Africa,Cattle,Export Value,2013,1000 US$,105892
Western Africa,Cattle,Export Quantity,1961,Head,546317
Western Africa,Cattle,Export Quantity,1962,Head,584397
Western Africa,Cattle,Export Quantity,1963,Head,565603
Western Africa,Cattle,Export Quantity,1964,Head,570566
Western Africa,Cattle,Export Quantity,1965,Head,608008
Western Africa,Cattle,Export Quantity,1966,Head,560698
Western Africa,Cattle,Export Quantity,1967,Head,538139
Western Africa,Cattle,Export Quantity,1968,Head,555641
Western Africa,Cattle,Export Quantity,1969,Head,547075
Western Africa,Cattle,Export Quantity,1970,Head,588893
Western Africa,Cattle,Export Quantity,1971,Head,550875
Western Africa,Cattle,Export Quantity,1972,Head,638728
Western Africa,Cattle,Export Quantity,1973,Head,556554
Western Africa,Cattle,Export Quantity,1974,Head,457333
Western Africa,Cattle,Export Quantity,1975,Head,380895
Western Africa,Cattle,Export Quantity,1976,Head,401202
Western Africa,Cattle,Export Quantity,1977,Head,530912
Western Africa,Cattle,Export Quantity,1978,Head,579347
Western Africa,Cattle,Export Quantity,1979,Head,664539
Western Africa,Cattle,Export Quantity,1980,Head,762225
Western Africa,Cattle,Export Quantity,1981,Head,785773
Western Africa,Cattle,Export Quantity,1982,Head,794647
Western Africa,Cattle,Export Quantity,1983,Head,678574
Western Africa,Cattle,Export Quantity,1984,Head,732482
Western Africa,Cattle,Export Quantity,1985,Head,482977
Western Africa,Cattle,Export Quantity,1986,Head,461695
Western Africa,Cattle,Export Quantity,1987,Head,438964
Western Africa,Cattle,Export Quantity,1988,Head,421845
Western Africa,Cattle,Export Quantity,1989,Head,446994
Western Africa,Cattle,Export Quantity,1990,Head,453720
Western Africa,Cattle,Export Quantity,1991,Head,482138
Western Africa,Cattle,Export Quantity,1992,Head,476426
Western Africa,Cattle,Export Quantity,1993,Head,484558
Western Africa,Cattle,Export Quantity,1994,Head,475416
Western Africa,Cattle,Export Quantity,1995,Head,533206
Western Africa,Cattle,Export Quantity,1996,Head,603605
Western Africa,Cattle,Export Quantity,1997,Head,430788
Western Africa,Cattle,Export Quantity,1998,Head,406875
Western Africa,Cattle,Export Quantity,1999,Head,417645
Western Africa,Cattle,Export Quantity,2000,Head,604599
Western Africa,Cattle,Export Quantity,2001,Head,663792
Western Africa,Cattle,Export Quantity,2002,Head,418784
Western Africa,Cattle,Export Quantity,2003,Head,360951
Western Africa,Cattle,Export Quantity,2004,Head,490592
Western Africa,Cattle,Export Quantity,2005,Head,297810
Western Africa,Cattle,Export Quantity,2006,Head,319062
Western Africa,Cattle,Export Quantity,2007,Head,299240
Western Africa,Cattle,Export Quantity,2008,Head,472992
Western Africa,Cattle,Export Quantity,2009,Head,417607
Western Africa,Cattle,Export Quantity,2010,Head,560847
Western Africa,Cattle,Export Quantity,2011,Head,266436
Western Africa,Cattle,Export Quantity,2012,Head,335401
Western Africa,Cattle,Export Quantity,2013,Head,279597
Western Africa,Cattle,Export Value,1977,1000 US$,101097
Western Africa,Cattle,Export Value,1978,1000 US$,122807
Western Africa,Cattle,Export Value,1979,1000 US$,137124
Western Africa,Cattle,Export Value,1980,1000 US$,150573
Western Africa,Cattle,Export Value,1981,1000 US$,177977
Western Africa,Cattle,Export Value,1982,1000 US$,175046
Western Africa,Cattle,Export Value,1983,1000 US$,143566
Western Africa,Cattle,Export Value,1984,1000 US$,151750
Western Africa,Cattle,Export Value,1985,1000 US$,110516
Western Africa,Cattle,Export Value,1986,1000 US$,111521
Western Africa,Cattle,Export Value,1987,1000 US$,124878
Western Africa,Cattle,Export Value,1988,1000 US$,130212
Western Africa,Cattle,Export Value,1989,1000 US$,129632
Western Africa,Cattle,Export Value,1990,1000 US$,122110
Western Africa,Cattle,Export Value,1991,1000 US$,130941
Western Africa,Cattle,Export Value,1992,1000 US$,138810
Western Africa,Cattle,Export Value,1993,1000 US$,126000
Western Africa,Cattle,Export Value,1995,1000 US$,131138
Western Africa,Cattle,Export Value,1999,1000 US$,101445
Western Africa,Cattle,Export Value,2000,1000 US$,143530
Western Africa,Cattle,Export Value,2001,1000 US$,123903
Western Africa,Cattle,Export Value,2004,1000 US$,129582
Western Africa,Cattle,Export Value,2008,1000 US$,132339
Western Africa,Cattle,Export Value,2009,1000 US$,135656
Western Africa,Cattle,Export Value,2010,1000 US$,138651
Western Africa,Cattle,Export Value,2011,1000 US$,103185
Western Africa,Cattle,Export Value,2012,1000 US$,140674
Western Africa,Cattle,Export Value,2013,1000 US$,119714
Americas,Cattle,Export Quantity,1961,Head,1469866
Americas,Cattle,Export Quantity,1962,Head,1750092
Americas,Cattle,Export Quantity,1963,Head,1349289
Americas,Cattle,Export Quantity,1964,Head,1013420
Americas,Cattle,Export Quantity,1965,Head,1558244
Americas,Cattle,Export Quantity,1966,Head,1502362
Americas,Cattle,Export Quantity,1967,Head,1237039
Americas,Cattle,Export Quantity,1968,Head,1441645
Americas,Cattle,Export Quantity,1969,Head,1494119
Americas,Cattle,Export Quantity,1970,Head,1653950
Americas,Cattle,Export Quantity,1971,Head,1467843
Americas,Cattle,Export Quantity,1972,Head,1742014
Americas,Cattle,Export Quantity,1973,Head,1575280
Americas,Cattle,Export Quantity,1974,Head,1246631
Americas,Cattle,Export Quantity,1975,Head,1231146
Americas,Cattle,Export Quantity,1976,Head,1668430
Americas,Cattle,Export Quantity,1977,Head,1634423
Americas,Cattle,Export Quantity,1978,Head,2142850
Americas,Cattle,Export Quantity,1979,Head,1712401
Americas,Cattle,Export Quantity,1980,Head,1178489
Americas,Cattle,Export Quantity,1981,Head,1157243
Americas,Cattle,Export Quantity,1982,Head,1524387
Americas,Cattle,Export Quantity,1983,Head,1155790
Americas,Cattle,Export Quantity,1984,Head,929455
Americas,Cattle,Export Quantity,1985,Head,1061738
Americas,Cattle,Export Quantity,1986,Head,1378155
Americas,Cattle,Export Quantity,1987,Head,1451840
Americas,Cattle,Export Quantity,1988,Head,1707617
Americas,Cattle,Export Quantity,1989,Head,1604956
Americas,Cattle,Export Quantity,1990,Head,2577634
Americas,Cattle,Export Quantity,1991,Head,2612543
Americas,Cattle,Export Quantity,1992,Head,2908031
Americas,Cattle,Export Quantity,1993,Head,2891649
Americas,Cattle,Export Quantity,1994,Head,3049537
Americas,Cattle,Export Quantity,1995,Head,3544944
Americas,Cattle,Export Quantity,1996,Head,2421941
Americas,Cattle,Export Quantity,1997,Head,2675576
Americas,Cattle,Export Quantity,1998,Head,2683492
Americas,Cattle,Export Quantity,1999,Head,2425437
Americas,Cattle,Export Quantity,2000,Head,2897754
Americas,Cattle,Export Quantity,2001,Head,3288815
Americas,Cattle,Export Quantity,2002,Head,2997254
Americas,Cattle,Export Quantity,2003,Head,1942098
Americas,Cattle,Export Quantity,2004,Head,1820592
Americas,Cattle,Export Quantity,2005,Head,2234488
Americas,Cattle,Export Quantity,2006,Head,3313439
Americas,Cattle,Export Quantity,2007,Head,3299116
Americas,Cattle,Export Quantity,2008,Head,3096179
Americas,Cattle,Export Quantity,2009,Head,2887949
Americas,Cattle,Export Quantity,2010,Head,3826633
Americas,Cattle,Export Quantity,2011,Head,3495363
Americas,Cattle,Export Quantity,2012,Head,3592165
Americas,Cattle,Export Quantity,2013,Head,3287644
Americas,Cattle,Export Value,1961,1000 US$,153440
Americas,Cattle,Export Value,1962,1000 US$,167595
Americas,Cattle,Export Value,1963,1000 US$,131408
Americas,Cattle,Export Value,1964,1000 US$,112399
Americas,Cattle,Export Value,1965,1000 US$,172161
Americas,Cattle,Export Value,1966,1000 US$,170944
Americas,Cattle,Export Value,1967,1000 US$,152430
Americas,Cattle,Export Value,1968,1000 US$,173268
Americas,Cattle,Export Value,1969,1000 US$,189907
Americas,Cattle,Export Value,1970,1000 US$,222717
Americas,Cattle,Export Value,1971,1000 US$,232125
Americas,Cattle,Export Value,1972,1000 US$,303404
Americas,Cattle,Export Value,1973,1000 US$,407259
Americas,Cattle,Export Value,1974,1000 US$,334129
Americas,Cattle,Export Value,1975,1000 US$,296170
Americas,Cattle,Export Value,1976,1000 US$,414476
Americas,Cattle,Export Value,1977,1000 US$,380874
Americas,Cattle,Export Value,1978,1000 US$,554979
Americas,Cattle,Export Value,1979,1000 US$,619002
Americas,Cattle,Export Value,1980,1000 US$,452790
Americas,Cattle,Export Value,1981,1000 US$,407838
Americas,Cattle,Export Value,1982,1000 US$,508745
Americas,Cattle,Export Value,1983,1000 US$,383846
Americas,Cattle,Export Value,1984,1000 US$,395457
Americas,Cattle,Export Value,1985,1000 US$,469913
Americas,Cattle,Export Value,1986,1000 US$,549938
Americas,Cattle,Export Value,1987,1000 US$,496758
Americas,Cattle,Export Value,1988,1000 US$,790643
Americas,Cattle,Export Value,1989,1000 US$,685215
Americas,Cattle,Export Value,1990,1000 US$,1102032
Americas,Cattle,Export Value,1991,1000 US$,1216596
Americas,Cattle,Export Value,1992,1000 US$,1519438
Americas,Cattle,Export Value,1993,1000 US$,1549223
Americas,Cattle,Export Value,1994,1000 US$,1506968
Americas,Cattle,Export Value,1995,1000 US$,1707427
Americas,Cattle,Export Value,1996,1000 US$,1349465
Americas,Cattle,Export Value,1997,1000 US$,1437099
Americas,Cattle,Export Value,1998,1000 US$,1469981
Americas,Cattle,Export Value,1999,1000 US$,1248435
Americas,Cattle,Export Value,2000,1000 US$,1510521
Americas,Cattle,Export Value,2001,1000 US$,1834193
Americas,Cattle,Export Value,2002,1000 US$,1702656
Americas,Cattle,Export Value,2003,1000 US$,1009364
Americas,Cattle,Export Value,2004,1000 US$,778559
Americas,Cattle,Export Value,2005,1000 US$,1332196
Americas,Cattle,Export Value,2006,1000 US$,2074436
Americas,Cattle,Export Value,2007,1000 US$,2440524
Americas,Cattle,Export Value,2008,1000 US$,2455669
Americas,Cattle,Export Value,2009,1000 US$,1985650
Americas,Cattle,Export Value,2010,1000 US$,2607874
Americas,Cattle,Export Value,2011,1000 US$,2697297
Americas,Cattle,Export Value,2012,1000 US$,3279596
Americas,Cattle,Export Value,2013,1000 US$,3181464
Northern America,Cattle,Export Quantity,1961,Head,527191
Northern America,Cattle,Export Quantity,1962,Head,511712
Northern America,Cattle,Export Quantity,1963,Head,301810
Northern America,Cattle,Export Quantity,1964,Head,284574
Northern America,Cattle,Export Quantity,1965,Head,667280
Northern America,Cattle,Export Quantity,1966,Head,583809
Northern America,Cattle,Export Quantity,1967,Head,319220
Northern America,Cattle,Export Quantity,1968,Head,389645
Northern America,Cattle,Export Quantity,1969,Head,281939
Northern America,Cattle,Export Quantity,1970,Head,335337
Northern America,Cattle,Export Quantity,1971,Head,338075
Northern America,Cattle,Export Quantity,1972,Head,404915
Northern America,Cattle,Export Quantity,1973,Head,699286
Northern America,Cattle,Export Quantity,1974,Head,359780
Northern America,Cattle,Export Quantity,1975,Head,421050
Northern America,Cattle,Export Quantity,1976,Head,683791
Northern America,Cattle,Export Quantity,1977,Head,651426
Northern America,Cattle,Export Quantity,1978,Head,591662
Northern America,Cattle,Export Quantity,1979,Head,435728
Northern America,Cattle,Export Quantity,1980,Head,424158
Northern America,Cattle,Export Quantity,1981,Head,440932
Northern America,Cattle,Export Quantity,1982,Head,562804
Northern America,Cattle,Export Quantity,1983,Head,439581
Northern America,Cattle,Export Quantity,1984,Head,478967
Northern America,Cattle,Export Quantity,1985,Head,506188
Northern America,Cattle,Export Quantity,1986,Head,355121
Northern America,Cattle,Export Quantity,1987,Head,398661
Northern America,Cattle,Export Quantity,1988,Head,868211
Northern America,Cattle,Export Quantity,1989,Head,604593
Northern America,Cattle,Export Quantity,1990,Head,1003692
Northern America,Cattle,Export Quantity,1991,Head,1227109
Northern America,Cattle,Export Quantity,1992,Head,1609691
Northern America,Cattle,Export Quantity,1993,Head,1365978
Northern America,Cattle,Export Quantity,1994,Head,1249613
Northern America,Cattle,Export Quantity,1995,Head,1230247
Northern America,Cattle,Export Quantity,1996,Head,1688709
Northern America,Cattle,Export Quantity,1997,Head,1665461
Northern America,Cattle,Export Quantity,1998,Head,1603339
Northern America,Cattle,Export Quantity,1999,Head,1319864
Northern America,Cattle,Export Quantity,2000,Head,1450334
Northern America,Cattle,Export Quantity,2001,Head,1989076
Northern America,Cattle,Export Quantity,2002,Head,1934102
Northern America,Cattle,Export Quantity,2003,Head,607627
Northern America,Cattle,Export Quantity,2005,Head,583860
Northern America,Cattle,Export Quantity,2006,Head,1094525
Northern America,Cattle,Export Quantity,2007,Head,1499340
Northern America,Cattle,Export Quantity,2008,Head,1735157
Northern America,Cattle,Export Quantity,2009,Head,1150496
Northern America,Cattle,Export Quantity,2010,Head,1178535
Northern America,Cattle,Export Quantity,2011,Head,904196
Northern America,Cattle,Export Quantity,2012,Head,1011972
Northern America,Cattle,Export Quantity,2013,Head,1212669
Northern America,Cattle,Export Value,1972,1000 US$,112535
Northern America,Cattle,Export Value,1973,1000 US$,244892
Northern America,Cattle,Export Value,1974,1000 US$,171482
Northern America,Cattle,Export Value,1975,1000 US$,142901
Northern America,Cattle,Export Value,1976,1000 US$,204178
Northern America,Cattle,Export Value,1977,1000 US$,184679
Northern America,Cattle,Export Value,1978,1000 US$,239615
Northern America,Cattle,Export Value,1979,1000 US$,236935
Northern America,Cattle,Export Value,1980,1000 US$,216873
Northern America,Cattle,Export Value,1981,1000 US$,206096
Northern America,Cattle,Export Value,1982,1000 US$,244334
Northern America,Cattle,Export Value,1983,1000 US$,228938
Northern America,Cattle,Export Value,1984,1000 US$,264650
Northern America,Cattle,Export Value,1985,1000 US$,316446
Northern America,Cattle,Export Value,1986,1000 US$,263948
Northern America,Cattle,Export Value,1987,1000 US$,289557
Northern America,Cattle,Export Value,1988,1000 US$,563616
Northern America,Cattle,Export Value,1989,1000 US$,429871
Northern America,Cattle,Export Value,1990,1000 US$,681193
Northern America,Cattle,Export Value,1991,1000 US$,799757
Northern America,Cattle,Export Value,1992,1000 US$,1127850
Northern America,Cattle,Export Value,1993,1000 US$,1059642
Northern America,Cattle,Export Value,1994,1000 US$,1014407
Northern America,Cattle,Export Value,1995,1000 US$,969996
Northern America,Cattle,Export Value,1996,1000 US$,1139911
Northern America,Cattle,Export Value,1997,1000 US$,1142606
Northern America,Cattle,Export Value,1998,1000 US$,1121778
Northern America,Cattle,Export Value,1999,1000 US$,901551
Northern America,Cattle,Export Value,2000,1000 US$,1038319
Northern America,Cattle,Export Value,2001,1000 US$,1344129
Northern America,Cattle,Export Value,2002,1000 US$,1298838
Northern America,Cattle,Export Value,2003,1000 US$,488604
Northern America,Cattle,Export Value,2005,1000 US$,525813
Northern America,Cattle,Export Value,2006,1000 US$,1074695
Northern America,Cattle,Export Value,2007,1000 US$,1492983
Northern America,Cattle,Export Value,2008,1000 US$,1659750
Northern America,Cattle,Export Value,2009,1000 US$,1044761
Northern America,Cattle,Export Value,2010,1000 US$,1227622
Northern America,Cattle,Export Value,2011,1000 US$,1277549
Northern America,Cattle,Export Value,2012,1000 US$,1487423
Northern America,Cattle,Export Value,2013,1000 US$,1570641
Central America,Cattle,Export Quantity,1961,Head,656224
Central America,Cattle,Export Quantity,1962,Head,860685
Central America,Cattle,Export Quantity,1963,Head,641650
Central America,Cattle,Export Quantity,1964,Head,431454
Central America,Cattle,Export Quantity,1965,Head,614203
Central America,Cattle,Export Quantity,1966,Head,655282
Central America,Cattle,Export Quantity,1967,Head,585918
Central America,Cattle,Export Quantity,1968,Head,755893
Central America,Cattle,Export Quantity,1969,Head,871774
Central America,Cattle,Export Quantity,1970,Head,961137
Central America,Cattle,Export Quantity,1971,Head,771448
Central America,Cattle,Export Quantity,1972,Head,994649
Central America,Cattle,Export Quantity,1973,Head,564195
Central America,Cattle,Export Quantity,1974,Head,365631
Central America,Cattle,Export Quantity,1975,Head,255950
Central America,Cattle,Export Quantity,1976,Head,488919
Central America,Cattle,Export Quantity,1977,Head,583435
Central America,Cattle,Export Quantity,1978,Head,1101151
Central America,Cattle,Export Quantity,1979,Head,889455
Central America,Cattle,Export Quantity,1980,Head,482871
Central America,Cattle,Export Quantity,1981,Head,433241
Central America,Cattle,Export Quantity,1982,Head,572391
Central America,Cattle,Export Quantity,1983,Head,586933
Central America,Cattle,Export Quantity,1984,Head,436150
Central America,Cattle,Export Quantity,1985,Head,539785
Central America,Cattle,Export Quantity,1986,Head,988794
Central America,Cattle,Export Quantity,1987,Head,1030750
Central America,Cattle,Export Quantity,1988,Head,821889
Central America,Cattle,Export Quantity,1989,Head,846639
Central America,Cattle,Export Quantity,1990,Head,1358204
Central America,Cattle,Export Quantity,1991,Head,1196369
Central America,Cattle,Export Quantity,1992,Head,1156465
Central America,Cattle,Export Quantity,1993,Head,1455545
Central America,Cattle,Export Quantity,1994,Head,1155155
Central America,Cattle,Export Quantity,1995,Head,1673457
Central America,Cattle,Export Quantity,1996,Head,474532
Central America,Cattle,Export Quantity,1997,Head,695701
Central America,Cattle,Export Quantity,1998,Head,770913
Central America,Cattle,Export Quantity,1999,Head,1008861
Central America,Cattle,Export Quantity,2000,Head,1336678
Central America,Cattle,Export Quantity,2001,Head,1277880
Central America,Cattle,Export Quantity,2002,Head,1043409
Central America,Cattle,Export Quantity,2003,Head,1317470
Central America,Cattle,Export Quantity,2004,Head,1476637
Central America,Cattle,Export Quantity,2005,Head,1388742
Central America,Cattle,Export Quantity,2006,Head,1654423
Central America,Cattle,Export Quantity,2007,Head,1172962
Central America,Cattle,Export Quantity,2008,Head,767901
Central America,Cattle,Export Quantity,2009,Head,1013546
Central America,Cattle,Export Quantity,2010,Head,1311008
Central America,Cattle,Export Quantity,2011,Head,1948315
Central America,Cattle,Export Quantity,2012,Head,1584606
Central America,Cattle,Export Quantity,2013,Head,1112509
Central America,Cattle,Export Value,1972,1000 US$,120857
Central America,Cattle,Export Value,1978,1000 US$,209799
Central America,Cattle,Export Value,1979,1000 US$,269865
Central America,Cattle,Export Value,1980,1000 US$,150008
Central America,Cattle,Export Value,1981,1000 US$,112653
Central America,Cattle,Export Value,1982,1000 US$,143598
Central America,Cattle,Export Value,1983,1000 US$,128537
Central America,Cattle,Export Value,1984,1000 US$,124882
Central America,Cattle,Export Value,1985,1000 US$,149377
Central America,Cattle,Export Value,1986,1000 US$,268797
Central America,Cattle,Export Value,1987,1000 US$,196194
Central America,Cattle,Export Value,1988,1000 US$,214567
Central America,Cattle,Export Value,1989,1000 US$,215032
Central America,Cattle,Export Value,1990,1000 US$,357215
Central America,Cattle,Export Value,1991,1000 US$,364238
Central America,Cattle,Export Value,1992,1000 US$,340401
Central America,Cattle,Export Value,1993,1000 US$,464419
Central America,Cattle,Export Value,1994,1000 US$,375695
Central America,Cattle,Export Value,1995,1000 US$,539862
Central America,Cattle,Export Value,1996,1000 US$,133262
Central America,Cattle,Export Value,1997,1000 US$,214236
Central America,Cattle,Export Value,1998,1000 US$,221973
Central America,Cattle,Export Value,1999,1000 US$,317892
Central America,Cattle,Export Value,2000,1000 US$,445834
Central America,Cattle,Export Value,2001,1000 US$,479862
Central America,Cattle,Export Value,2002,1000 US$,398479
Central America,Cattle,Export Value,2003,1000 US$,515765
Central America,Cattle,Export Value,2004,1000 US$,595616
Central America,Cattle,Export Value,2005,1000 US$,592522
Central America,Cattle,Export Value,2006,1000 US$,711353
Central America,Cattle,Export Value,2007,1000 US$,540628
Central America,Cattle,Export Value,2008,1000 US$,329397
Central America,Cattle,Export Value,2009,1000 US$,415212
Central America,Cattle,Export Value,2010,1000 US$,563043
Central America,Cattle,Export Value,2011,1000 US$,853908
Central America,Cattle,Export Value,2012,1000 US$,775835
Central America,Cattle,Export Value,2013,1000 US$,572367
South America,Cattle,Export Quantity,1961,Head,276222
South America,Cattle,Export Quantity,1962,Head,374796
South America,Cattle,Export Quantity,1963,Head,404648
South America,Cattle,Export Quantity,1964,Head,296791
South America,Cattle,Export Quantity,1965,Head,274110
South America,Cattle,Export Quantity,1966,Head,257477
South America,Cattle,Export Quantity,1967,Head,328129
South America,Cattle,Export Quantity,1968,Head,289867
South America,Cattle,Export Quantity,1969,Head,338983
South America,Cattle,Export Quantity,1970,Head,356969
South America,Cattle,Export Quantity,1971,Head,358033
South America,Cattle,Export Quantity,1972,Head,342214
South America,Cattle,Export Quantity,1973,Head,311655
South America,Cattle,Export Quantity,1974,Head,520935
South America,Cattle,Export Quantity,1975,Head,554016
South America,Cattle,Export Quantity,1976,Head,495583
South America,Cattle,Export Quantity,1977,Head,399221
South America,Cattle,Export Quantity,1978,Head,449462
South America,Cattle,Export Quantity,1979,Head,386862
South America,Cattle,Export Quantity,1980,Head,270543
South America,Cattle,Export Quantity,1981,Head,281677
South America,Cattle,Export Quantity,1982,Head,387475
South America,Cattle,Export Quantity,1983,Head,128765
South America,Cattle,Export Quantity,1989,Head,152695
South America,Cattle,Export Quantity,1990,Head,214609
South America,Cattle,Export Quantity,1991,Head,189059
South America,Cattle,Export Quantity,1992,Head,141844
South America,Cattle,Export Quantity,1994,Head,644740
South America,Cattle,Export Quantity,1995,Head,640896
South America,Cattle,Export Quantity,1996,Head,258647
South America,Cattle,Export Quantity,1997,Head,314409
South America,Cattle,Export Quantity,1998,Head,309236
South America,Cattle,Export Quantity,2000,Head,110738
South America,Cattle,Export Quantity,2004,Head,313710
South America,Cattle,Export Quantity,2005,Head,261886
South America,Cattle,Export Quantity,2006,Head,564489
South America,Cattle,Export Quantity,2007,Head,626814
South America,Cattle,Export Quantity,2008,Head,593121
South America,Cattle,Export Quantity,2009,Head,723907
South America,Cattle,Export Quantity,2010,Head,1337090
South America,Cattle,Export Quantity,2011,Head,642852
South America,Cattle,Export Quantity,2012,Head,995305
South America,Cattle,Export Quantity,2013,Head,962179
South America,Cattle,Export Value,1974,1000 US$,104832
South America,Cattle,Export Value,1975,1000 US$,116923
South America,Cattle,Export Value,1976,1000 US$,120222
South America,Cattle,Export Value,1977,1000 US$,106897
South America,Cattle,Export Value,1978,1000 US$,105174
South America,Cattle,Export Value,1979,1000 US$,112007
South America,Cattle,Export Value,1982,1000 US$,119598
South America,Cattle,Export Value,1994,1000 US$,116671
South America,Cattle,Export Value,1995,1000 US$,197108
South America,Cattle,Export Value,1998,1000 US$,126230
South America,Cattle,Export Value,2004,1000 US$,177090
South America,Cattle,Export Value,2005,1000 US$,213861
South America,Cattle,Export Value,2006,1000 US$,288387
South America,Cattle,Export Value,2007,1000 US$,406913
South America,Cattle,Export Value,2008,1000 US$,466522
South America,Cattle,Export Value,2009,1000 US$,525677
South America,Cattle,Export Value,2010,1000 US$,817209
South America,Cattle,Export Value,2011,1000 US$,565840
South America,Cattle,Export Value,2012,1000 US$,1015735
South America,Cattle,Export Value,2013,1000 US$,1037892
Asia,Cattle,Export Quantity,1961,Head,258460
Asia,Cattle,Export Quantity,1962,Head,358219
Asia,Cattle,Export Quantity,1963,Head,320710
Asia,Cattle,Export Quantity,1964,Head,336993
Asia,Cattle,Export Quantity,1965,Head,384603
Asia,Cattle,Export Quantity,1966,Head,418417
Asia,Cattle,Export Quantity,1967,Head,358475
Asia,Cattle,Export Quantity,1968,Head,381796
Asia,Cattle,Export Quantity,1969,Head,426481
Asia,Cattle,Export Quantity,1970,Head,350908
Asia,Cattle,Export Quantity,1971,Head,307098
Asia,Cattle,Export Quantity,1972,Head,312795
Asia,Cattle,Export Quantity,1973,Head,276745
Asia,Cattle,Export Quantity,1974,Head,280842
Asia,Cattle,Export Quantity,1975,Head,266342
Asia,Cattle,Export Quantity,1976,Head,251875
Asia,Cattle,Export Quantity,1977,Head,271389
Asia,Cattle,Export Quantity,1978,Head,232341
Asia,Cattle,Export Quantity,1979,Head,271600
Asia,Cattle,Export Quantity,1980,Head,312685
Asia,Cattle,Export Quantity,1981,Head,329862
Asia,Cattle,Export Quantity,1982,Head,389977
Asia,Cattle,Export Quantity,1983,Head,381067
Asia,Cattle,Export Quantity,1984,Head,282785
Asia,Cattle,Export Quantity,1985,Head,280597
Asia,Cattle,Export Quantity,1986,Head,284404
Asia,Cattle,Export Quantity,1987,Head,291676
Asia,Cattle,Export Quantity,1988,Head,290849
Asia,Cattle,Export Quantity,1989,Head,309864
Asia,Cattle,Export Quantity,1990,Head,283696
Asia,Cattle,Export Quantity,1991,Head,281799
Asia,Cattle,Export Quantity,1992,Head,300922
Asia,Cattle,Export Quantity,1993,Head,294202
Asia,Cattle,Export Quantity,1994,Head,321425
Asia,Cattle,Export Quantity,1995,Head,294407
Asia,Cattle,Export Quantity,1996,Head,191402
Asia,Cattle,Export Quantity,1997,Head,163701
Asia,Cattle,Export Quantity,1998,Head,188890
Asia,Cattle,Export Quantity,1999,Head,247655
Asia,Cattle,Export Quantity,2000,Head,243511
Asia,Cattle,Export Quantity,2001,Head,254495
Asia,Cattle,Export Quantity,2002,Head,214710
Asia,Cattle,Export Quantity,2003,Head,215714
Asia,Cattle,Export Quantity,2004,Head,243650
Asia,Cattle,Export Quantity,2005,Head,165900
Asia,Cattle,Export Quantity,2006,Head,159380
Asia,Cattle,Export Quantity,2007,Head,101547
Asia,Cattle,Export Quantity,2008,Head,216016
Asia,Cattle,Export Quantity,2009,Head,385232
Asia,Cattle,Export Quantity,2010,Head,414401
Asia,Cattle,Export Quantity,2011,Head,392781
Asia,Cattle,Export Quantity,2012,Head,417645
Asia,Cattle,Export Quantity,2013,Head,782656
Asia,Cattle,Export Value,1982,1000 US$,120177
Asia,Cattle,Export Value,1989,1000 US$,104568
Asia,Cattle,Export Value,2009,1000 US$,130875
Asia,Cattle,Export Value,2010,1000 US$,143947
Asia,Cattle,Export Value,2011,1000 US$,152511
Asia,Cattle,Export Value,2012,1000 US$,175709
Asia,Cattle,Export Value,2013,1000 US$,249628
Eastern Asia,Cattle,Export Quantity,1961,Head,144800
Eastern Asia,Cattle,Export Quantity,1962,Head,138800
Eastern Asia,Cattle,Export Quantity,1963,Head,100000
Eastern Asia,Cattle,Export Quantity,1964,Head,129600
Eastern Asia,Cattle,Export Quantity,1965,Head,174905
Eastern Asia,Cattle,Export Quantity,1966,Head,232199
Eastern Asia,Cattle,Export Quantity,1967,Head,211823
Eastern Asia,Cattle,Export Quantity,1968,Head,203795
Eastern Asia,Cattle,Export Quantity,1969,Head,187704
Eastern Asia,Cattle,Export Quantity,1970,Head,133797
Eastern Asia,Cattle,Export Quantity,1971,Head,129345
Eastern Asia,Cattle,Export Quantity,1972,Head,148307
Eastern Asia,Cattle,Export Quantity,1973,Head,162499
